Posture,BirdID,Bird,Block,SongID,Song,Aviary,SongSet,Duration,Latency,AvgPotency,B1Potency,AvgRank,B1Rank,BlockResponseRate,LowResponse,WrongResponseRate,Prefix,MaxVelocity,PeakHeight,BVPotency
0.0000,GR11,12,1,LB,3,2,0,,,0.0727,0.2000,9.0000,10.0000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.5866666666666667
0.0000,GR11,12,1,2M,4,2,0,,,0.1273,0.8000,6.5000,4.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,GR11,12,1,DBR,5,2,0,,,0.0909,0.6000,8.0000,7.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.3333333333333333
0.0000,GR11,12,1,GRG,6,2,0,,,0.1273,0.8000,6.5000,4.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.574468085106383
1.0000,GR11,12,1,WG,7,2,0,,,0.1455,0.4000,5.0000,9.0000,0.1111,False,0.2000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,GR11,12,1,LNR,8,2,0,,,0.2545,0.8000,3.0000,4.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.4489795918367347
0.0000,GR11,12,1,DMG,9,2,0,,,0.0545,0.6000,10.0000,7.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.6103896103896104
0.0000,GR11,12,2,BDY,0,2,0,,,0.5455,0.8000,1.0000,4.5000,0.0000,False,0.0000,BV.2019.06.05-13.16,,,0.8625
0.0000,GR11,12,2,BOD,1,2,0,,,0.2182,1.0000,4.0000,1.5000,0.0000,False,0.0000,BV.2019.06.05-13.16,,,0.6973684210526315
0.0000,GR11,12,2,ND,2,2,0,,,0.3091,1.0000,2.0000,1.5000,0.0000,False,0.0000,BV.2019.06.05-13.16,,,0.75
0.0000,GR11,12,2,LB,3,2,0,,,0.0727,0.2000,9.0000,10.0000,0.0000,False,0.0000,BV.2019.06.05-13.16,,,0.5866666666666667
0.0000,GR11,12,2,2M,4,2,0,,,0.1273,0.8000,6.5000,4.5000,0.0000,False,0.0000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,GR11,12,2,DBR,5,2,0,,,0.0909,0.6000,8.0000,7.5000,0.0000,False,0.0000,BV.2019.06.05-13.16,,,0.3333333333333333
0.0000,GR11,12,2,GRG,6,2,0,,,0.1273,0.8000,6.5000,4.5000,0.0000,False,0.0000,BV.2019.06.05-13.16,,,0.574468085106383
0.0000,GR11,12,2,WG,7,2,0,,,0.1455,0.4000,5.0000,9.0000,0.0000,False,0.0000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,GR11,12,2,LNR,8,2,0,,,0.2545,0.8000,3.0000,4.5000,0.0000,False,0.0000,BV.2019.06.05-13.16,,,0.4489795918367347
0.0000,GR11,12,2,DMG,9,2,0,,,0.0545,0.6000,10.0000,7.5000,0.0000,False,0.0000,BV.2019.06.05-13.16,,,0.6103896103896104
0.0000,GR11,12,3,BDY,0,2,0,,,0.5455,0.8000,1.0000,4.5000,0.5556,False,0.5000,BV.2019.06.05-13.16,,,0.8625
1.0000,GR11,12,3,BOD,1,2,0,,,0.2182,1.0000,4.0000,1.5000,0.4444,False,0.5000,BV.2019.06.05-13.16,,,0.6973684210526315
1.0000,GR11,12,3,ND,2,2,0,,,0.3091,1.0000,2.0000,1.5000,0.4444,False,0.5000,BV.2019.06.05-13.16,,,0.75
1.0000,GR11,12,3,LB,3,2,0,,,0.0727,0.2000,9.0000,10.0000,0.4444,False,0.5000,BV.2019.06.05-13.16,,,0.5866666666666667
1.0000,GR11,12,3,2M,4,2,0,,,0.1273,0.8000,6.5000,4.5000,0.4444,False,0.5000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,GR11,12,3,DBR,5,2,0,,,0.0909,0.6000,8.0000,7.5000,0.5556,False,0.5000,BV.2019.06.05-13.16,,,0.3333333333333333
0.0000,GR11,12,3,GRG,6,2,0,,,0.1273,0.8000,6.5000,4.5000,0.5556,False,0.5000,BV.2019.06.05-13.16,,,0.574468085106383
1.0000,GR11,12,3,WG,7,2,0,,,0.1455,0.4000,5.0000,9.0000,0.4444,False,0.5000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,GR11,12,3,LNR,8,2,0,,,0.2545,0.8000,3.0000,4.5000,0.5556,False,0.5000,BV.2019.06.05-13.16,,,0.4489795918367347
0.0000,GR11,12,3,DMG,9,2,0,,,0.0545,0.6000,10.0000,7.5000,0.5556,False,0.5000,BV.2019.06.05-13.16,,,0.6103896103896104
0.0000,GR11,12,4,BDY,0,2,0,,,0.5455,0.8000,1.0000,4.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.8625
0.0000,GR11,12,4,BOD,1,2,0,,,0.2182,1.0000,4.0000,1.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.6973684210526315
1.0000,GR11,12,4,ND,2,2,0,,,0.3091,1.0000,2.0000,1.5000,0.1111,False,0.2000,BV.2019.06.05-13.16,,,0.75
0.0000,GR11,12,4,LB,3,2,0,,,0.0727,0.2000,9.0000,10.0000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.5866666666666667
0.0000,GR11,12,4,2M,4,2,0,,,0.1273,0.8000,6.5000,4.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.6122448979591837
1.0000,GR11,12,4,DBR,5,2,0,,,0.0909,0.6000,8.0000,7.5000,0.1111,False,0.2000,BV.2019.06.05-13.16,,,0.3333333333333333
0.0000,GR11,12,4,GRG,6,2,0,,,0.1273,0.8000,6.5000,4.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.574468085106383
0.0000,GR11,12,4,WG,7,2,0,,,0.1455,0.4000,5.0000,9.0000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,GR11,12,4,LNR,8,2,0,,,0.2545,0.8000,3.0000,4.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.4489795918367347
0.0000,GR11,12,4,DMG,9,2,0,,,0.0545,0.6000,10.0000,7.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.6103896103896104
0.0000,GR11,12,5,BDY,0,2,0,,,0.5455,0.8000,1.0000,4.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.8625
0.0000,GR11,12,5,BOD,1,2,0,,,0.2182,1.0000,4.0000,1.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.6973684210526315
1.0000,GR11,12,5,ND,2,2,0,,,0.3091,1.0000,2.0000,1.5000,0.1111,False,0.2000,BV.2019.06.05-13.16,,,0.75
0.0000,GR11,12,5,LB,3,2,0,,,0.0727,0.2000,9.0000,10.0000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.5866666666666667
0.0000,GR11,12,5,2M,4,2,0,,,0.1273,0.8000,6.5000,4.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,GR11,12,5,DBR,5,2,0,,,0.0909,0.6000,8.0000,7.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.3333333333333333
0.0000,GR11,12,5,GRG,6,2,0,,,0.1273,0.8000,6.5000,4.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.574468085106383
0.0000,GR11,12,5,WG,7,2,0,,,0.1455,0.4000,5.0000,9.0000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.6122448979591837
1.0000,GR11,12,5,LNR,8,2,0,,,0.2545,0.8000,3.0000,4.5000,0.1111,False,0.2000,BV.2019.06.05-13.16,,,0.4489795918367347
0.0000,GR11,12,5,DMG,9,2,0,,,0.0545,0.6000,10.0000,7.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.6103896103896104
1.0000,GR11,12,6,BDY,0,2,0,,,0.5455,0.8000,1.0000,4.5000,0.3333,False,0.4000,BV.2019.06.05-13.16,,,0.8625
0.0000,GR11,12,6,BOD,1,2,0,,,0.2182,1.0000,4.0000,1.5000,0.4444,False,0.4000,BV.2019.06.05-13.16,,,0.6973684210526315
1.0000,GR11,12,6,ND,2,2,0,,,0.3091,1.0000,2.0000,1.5000,0.3333,False,0.4000,BV.2019.06.05-13.16,,,0.75
0.0000,GR11,12,6,LB,3,2,0,,,0.0727,0.2000,9.0000,10.0000,0.4444,False,0.4000,BV.2019.06.05-13.16,,,0.5866666666666667
1.0000,GR11,12,6,2M,4,2,0,,,0.1273,0.8000,6.5000,4.5000,0.3333,False,0.4000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,GR11,12,6,DBR,5,2,0,,,0.0909,0.6000,8.0000,7.5000,0.4444,False,0.4000,BV.2019.06.05-13.16,,,0.3333333333333333
0.0000,GR11,12,6,GRG,6,2,0,,,0.1273,0.8000,6.5000,4.5000,0.4444,False,0.4000,BV.2019.06.05-13.16,,,0.574468085106383
1.0000,GR11,12,6,WG,7,2,0,,,0.1455,0.4000,5.0000,9.0000,0.3333,False,0.4000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,GR11,12,6,LNR,8,2,0,,,0.2545,0.8000,3.0000,4.5000,0.4444,False,0.4000,BV.2019.06.05-13.16,,,0.4489795918367347
0.0000,GR11,12,6,DMG,9,2,0,,,0.0545,0.6000,10.0000,7.5000,0.4444,False,0.4000,BV.2019.06.05-13.16,,,0.6103896103896104
0.0000,GR11,12,7,BDY,0,2,0,,,0.5455,0.8000,1.0000,4.5000,0.3333,False,0.3000,BV.2019.06.05-13.16,,,0.8625
0.0000,GR11,12,7,BOD,1,2,0,,,0.2182,1.0000,4.0000,1.5000,0.3333,False,0.3000,BV.2019.06.05-13.16,,,0.6973684210526315
0.0000,GR11,12,7,ND,2,2,0,,,0.3091,1.0000,2.0000,1.5000,0.3333,False,0.3000,BV.2019.06.05-13.16,,,0.75
1.0000,GR11,12,7,LB,3,2,0,,,0.0727,0.2000,9.0000,10.0000,0.2222,False,0.3000,BV.2019.06.05-13.16,,,0.5866666666666667
1.0000,GR11,12,7,2M,4,2,0,,,0.1273,0.8000,6.5000,4.5000,0.2222,False,0.3000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,GR11,12,7,DBR,5,2,0,,,0.0909,0.6000,8.0000,7.5000,0.3333,False,0.3000,BV.2019.06.05-13.16,,,0.3333333333333333
0.0000,GR11,12,7,GRG,6,2,0,,,0.1273,0.8000,6.5000,4.5000,0.3333,False,0.3000,BV.2019.06.05-13.16,,,0.574468085106383
1.0000,GR11,12,7,WG,7,2,0,,,0.1455,0.4000,5.0000,9.0000,0.2222,False,0.3000,BV.2019.06.05-13.16,,,0.6122448979591837
2.0000,GR11,12,7,LNR,8,2,0,,,0.2545,0.8000,3.0000,4.5000,0.3333,False,0.3000,BV.2019.06.05-13.16,,,0.4489795918367347
0.0000,GR11,12,7,DMG,9,2,0,,,0.0545,0.6000,10.0000,7.5000,0.3333,False,0.3000,BV.2019.06.05-13.16,,,0.6103896103896104
1.0000,GR11,12,8,BDY,0,2,0,,,0.5455,0.8000,1.0000,4.5000,0.1111,False,0.2000,BV.2019.06.05-13.16,,,0.8625
0.0000,GR11,12,8,BOD,1,2,0,,,0.2182,1.0000,4.0000,1.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.6973684210526315
0.0000,GR11,12,8,ND,2,2,0,,,0.3091,1.0000,2.0000,1.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.75
0.0000,GR11,12,8,LB,3,2,0,,,0.0727,0.2000,9.0000,10.0000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.5866666666666667
0.0000,GR11,12,8,2M,4,2,0,,,0.1273,0.8000,6.5000,4.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,GR11,12,8,DBR,5,2,0,,,0.0909,0.6000,8.0000,7.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.3333333333333333
1.0000,GR11,12,8,GRG,6,2,0,,,0.1273,0.8000,6.5000,4.5000,0.1111,False,0.2000,BV.2019.06.05-13.16,,,0.574468085106383
0.0000,GR11,12,8,WG,7,2,0,,,0.1455,0.4000,5.0000,9.0000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,GR11,12,8,LNR,8,2,0,,,0.2545,0.8000,3.0000,4.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.4489795918367347
0.0000,GR11,12,8,DMG,9,2,0,,,0.0545,0.6000,10.0000,7.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.6103896103896104
1.0000,GR11,12,9,BDY,0,2,0,,,0.5455,0.8000,1.0000,4.5000,0.0000,False,0.1000,BV.2019.06.05-13.16,,,0.8625
0.0000,GR11,12,9,BOD,1,2,0,,,0.2182,1.0000,4.0000,1.5000,0.1111,False,0.1000,BV.2019.06.05-13.16,,,0.6973684210526315
0.0000,GR11,12,9,ND,2,2,0,,,0.3091,1.0000,2.0000,1.5000,0.1111,False,0.1000,BV.2019.06.05-13.16,,,0.75
0.0000,GR11,12,9,LB,3,2,0,,,0.0727,0.2000,9.0000,10.0000,0.1111,False,0.1000,BV.2019.06.05-13.16,,,0.5866666666666667
0.0000,GR11,12,9,2M,4,2,0,,,0.1273,0.8000,6.5000,4.5000,0.1111,False,0.1000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,GR11,12,9,DBR,5,2,0,,,0.0909,0.6000,8.0000,7.5000,0.1111,False,0.1000,BV.2019.06.05-13.16,,,0.3333333333333333
0.0000,GR11,12,9,GRG,6,2,0,,,0.1273,0.8000,6.5000,4.5000,0.1111,False,0.1000,BV.2019.06.05-13.16,,,0.574468085106383
0.0000,GR11,12,9,WG,7,2,0,,,0.1455,0.4000,5.0000,9.0000,0.1111,False,0.1000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,GR11,12,9,LNR,8,2,0,,,0.2545,0.8000,3.0000,4.5000,0.1111,False,0.1000,BV.2019.06.05-13.16,,,0.4489795918367347
0.0000,GR11,12,9,DMG,9,2,0,,,0.0545,0.6000,10.0000,7.5000,0.1111,False,0.1000,BV.2019.06.05-13.16,,,0.6103896103896104
1.0000,GR11,12,10,BDY,0,2,0,,,0.5455,0.8000,1.0000,4.5000,0.1111,False,0.2000,BV.2019.06.05-13.16,,,0.8625
0.0000,GR11,12,10,BOD,1,2,0,,,0.2182,1.0000,4.0000,1.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.6973684210526315
0.0000,GR11,12,10,ND,2,2,0,,,0.3091,1.0000,2.0000,1.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.75
0.0000,GR11,12,10,LB,3,2,0,,,0.0727,0.2000,9.0000,10.0000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.5866666666666667
0.0000,GR11,12,10,2M,4,2,0,,,0.1273,0.8000,6.5000,4.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,GR11,12,10,DBR,5,2,0,,,0.0909,0.6000,8.0000,7.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.3333333333333333
0.0000,GR11,12,10,GRG,6,2,0,,,0.1273,0.8000,6.5000,4.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.574468085106383
0.0000,GR11,12,10,WG,7,2,0,,,0.1455,0.4000,5.0000,9.0000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.6122448979591837
1.0000,GR11,12,10,LNR,8,2,0,,,0.2545,0.8000,3.0000,4.5000,0.1111,False,0.2000,BV.2019.06.05-13.16,,,0.4489795918367347
0.0000,GR11,12,10,DMG,9,2,0,,,0.0545,0.6000,10.0000,7.5000,0.2222,False,0.2000,BV.2019.06.05-13.16,,,0.6103896103896104
0.0000,WH15,13,0,BDY,0,2,0,,,0.5303,0.8333,1.0000,3.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.8625
0.0000,WH15,13,0,BOD,1,2,0,,,0.2121,1.0000,4.0000,1.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6973684210526315
0.0000,WH15,13,0,ND,2,2,0,,,0.3485,1.0000,2.0000,1.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.75
0.0000,WH15,13,0,LB,3,2,0,,,0.1061,0.3333,8.0000,9.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.5866666666666667
0.0000,WH15,13,0,2M,4,2,0,,,0.1667,0.8333,6.0000,3.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,WH15,13,0,DBR,5,2,0,,,0.0909,0.5000,9.0000,7.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.3333333333333333
0.0000,WH15,13,0,GRG,6,2,0,,,0.1212,0.6667,7.0000,5.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.574468085106383
0.0000,WH15,13,0,WG,7,2,0,,,0.1818,0.3333,5.0000,9.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,WH15,13,0,LNR,8,2,0,,,0.2424,0.6667,3.0000,5.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.4489795918367347
0.0000,WH15,13,0,DMG,9,2,0,,,0.0455,0.5000,10.0000,7.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6103896103896104
0.0000,WH15,13,1,BDY,0,2,0,,,0.5303,0.8333,1.0000,3.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.8625
0.0000,WH15,13,1,BOD,1,2,0,,,0.2121,1.0000,4.0000,1.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6973684210526315
0.0000,WH15,13,1,ND,2,2,0,,,0.3485,1.0000,2.0000,1.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.75
0.0000,WH15,13,1,LB,3,2,0,,,0.1061,0.3333,8.0000,9.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.5866666666666667
0.0000,WH15,13,1,2M,4,2,0,,,0.1667,0.8333,6.0000,3.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,WH15,13,1,DBR,5,2,0,,,0.0909,0.5000,9.0000,7.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.3333333333333333
0.0000,WH15,13,1,GRG,6,2,0,,,0.1212,0.6667,7.0000,5.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.574468085106383
0.0000,WH15,13,1,WG,7,2,0,,,0.1818,0.3333,5.0000,9.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,WH15,13,1,LNR,8,2,0,,,0.2424,0.6667,3.0000,5.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.4489795918367347
0.0000,WH15,13,1,DMG,9,2,0,,,0.0455,0.5000,10.0000,7.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6103896103896104
0.0000,WH15,13,2,BDY,0,2,0,,,0.5303,0.8333,1.0000,3.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.8625
0.0000,WH15,13,2,BOD,1,2,0,,,0.2121,1.0000,4.0000,1.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6973684210526315
0.0000,WH15,13,2,ND,2,2,0,,,0.3485,1.0000,2.0000,1.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.75
0.0000,WH15,13,2,LB,3,2,0,,,0.1061,0.3333,8.0000,9.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.5866666666666667
0.0000,WH15,13,2,2M,4,2,0,,,0.1667,0.8333,6.0000,3.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,WH15,13,2,DBR,5,2,0,,,0.0909,0.5000,9.0000,7.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.3333333333333333
0.0000,WH15,13,2,GRG,6,2,0,,,0.1212,0.6667,7.0000,5.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.574468085106383
0.0000,WH15,13,2,WG,7,2,0,,,0.1818,0.3333,5.0000,9.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,WH15,13,2,LNR,8,2,0,,,0.2424,0.6667,3.0000,5.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.4489795918367347
0.0000,WH15,13,2,DMG,9,2,0,,,0.0455,0.5000,10.0000,7.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6103896103896104
0.0000,WH15,13,3,BDY,0,2,0,,,0.5303,0.8333,1.0000,3.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.8625
0.0000,WH15,13,3,BOD,1,2,0,,,0.2121,1.0000,4.0000,1.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6973684210526315
0.0000,WH15,13,3,ND,2,2,0,,,0.3485,1.0000,2.0000,1.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.75
0.0000,WH15,13,3,LB,3,2,0,,,0.1061,0.3333,8.0000,9.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.5866666666666667
0.0000,WH15,13,3,2M,4,2,0,,,0.1667,0.8333,6.0000,3.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,WH15,13,3,DBR,5,2,0,,,0.0909,0.5000,9.0000,7.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.3333333333333333
0.0000,WH15,13,3,GRG,6,2,0,,,0.1212,0.6667,7.0000,5.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.574468085106383
0.0000,WH15,13,3,WG,7,2,0,,,0.1818,0.3333,5.0000,9.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,WH15,13,3,LNR,8,2,0,,,0.2424,0.6667,3.0000,5.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.4489795918367347
0.0000,WH15,13,3,DMG,9,2,0,,,0.0455,0.5000,10.0000,7.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6103896103896104
0.0000,WH15,13,4,BDY,0,2,0,,,0.5303,0.8333,1.0000,3.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.8625
0.0000,WH15,13,4,BOD,1,2,0,,,0.2121,1.0000,4.0000,1.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6973684210526315
0.0000,WH15,13,4,ND,2,2,0,,,0.3485,1.0000,2.0000,1.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.75
0.0000,WH15,13,4,LB,3,2,0,,,0.1061,0.3333,8.0000,9.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.5866666666666667
0.0000,WH15,13,4,2M,4,2,0,,,0.1667,0.8333,6.0000,3.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,WH15,13,4,DBR,5,2,0,,,0.0909,0.5000,9.0000,7.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.3333333333333333
0.0000,WH15,13,4,GRG,6,2,0,,,0.1212,0.6667,7.0000,5.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.574468085106383
0.0000,WH15,13,4,WG,7,2,0,,,0.1818,0.3333,5.0000,9.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,WH15,13,4,LNR,8,2,0,,,0.2424,0.6667,3.0000,5.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.4489795918367347
0.0000,WH15,13,4,DMG,9,2,0,,,0.0455,0.5000,10.0000,7.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6103896103896104
0.0000,WH15,13,5,BDY,0,2,0,,,0.5303,0.8333,1.0000,3.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.8625
0.0000,WH15,13,5,BOD,1,2,0,,,0.2121,1.0000,4.0000,1.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6973684210526315
0.0000,WH15,13,5,ND,2,2,0,,,0.3485,1.0000,2.0000,1.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.75
0.0000,WH15,13,5,LB,3,2,0,,,0.1061,0.3333,8.0000,9.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.5866666666666667
0.0000,WH15,13,5,2M,4,2,0,,,0.1667,0.8333,6.0000,3.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,WH15,13,5,DBR,5,2,0,,,0.0909,0.5000,9.0000,7.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.3333333333333333
0.0000,WH15,13,5,GRG,6,2,0,,,0.1212,0.6667,7.0000,5.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.574468085106383
0.0000,WH15,13,5,WG,7,2,0,,,0.1818,0.3333,5.0000,9.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,WH15,13,5,LNR,8,2,0,,,0.2424,0.6667,3.0000,5.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.4489795918367347
0.0000,WH15,13,5,DMG,9,2,0,,,0.0455,0.5000,10.0000,7.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6103896103896104
0.0000,WH15,13,6,BDY,0,2,0,,,0.5303,0.8333,1.0000,3.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.8625
0.0000,WH15,13,6,BOD,1,2,0,,,0.2121,1.0000,4.0000,1.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6973684210526315
0.0000,WH15,13,6,ND,2,2,0,,,0.3485,1.0000,2.0000,1.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.75
0.0000,WH15,13,6,LB,3,2,0,,,0.1061,0.3333,8.0000,9.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.5866666666666667
0.0000,WH15,13,6,2M,4,2,0,,,0.1667,0.8333,6.0000,3.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,WH15,13,6,DBR,5,2,0,,,0.0909,0.5000,9.0000,7.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.3333333333333333
0.0000,WH15,13,6,GRG,6,2,0,,,0.1212,0.6667,7.0000,5.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.574468085106383
0.0000,WH15,13,6,WG,7,2,0,,,0.1818,0.3333,5.0000,9.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6122448979591837
0.0000,WH15,13,6,LNR,8,2,0,,,0.2424,0.6667,3.0000,5.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.4489795918367347
0.0000,WH15,13,6,DMG,9,2,0,,,0.0455,0.5000,10.0000,7.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6103896103896104
0.0000,WH15,13,7,BDY,0,2,0,,,0.5303,0.8333,1.0000,3.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.8625
0.0000,WH15,13,7,BOD,1,2,0,,,0.2121,1.0000,4.0000,1.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6973684210526315
0.0000,WH15,13,7,ND,2,2,0,,,0.3485,1.0000,2.0000,1.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.75
0.0000,WH15,13,7,LB,3,2,0,,,0.1061,0.3333,8.0000,9.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.5866666666666667
0.0000,WH15,13,7,2M,4,2,0,,,0.1667,0.8333,6.0000,3.5000,0.0000,True,0.0000,BV.2019.06.05-13.16,,,0.6122448979591837
